stress_threshold,reversion_threshold,vix_bull_fragile,gex_override,pos_stress,pos_reversion,pos_fragile,pos_quiet,pos_neutral,sharpe_ratio,total_return,max_drawdown,num_trades,avg_position
0.94,1.06,15,True,0.0,0.9,0.8,1.0,0.3,0.8277633280600356,5.161433807569429,-0.19207102956282282,632,0.8623729674796748
0.94,1.06,15,True,0.0,0.9,0.8,1.0,0.7,0.8277633280600356,5.161433807569429,-0.19207102956282282,632,0.8623729674796748
0.94,1.06,15,True,0.0,0.9,0.8,1.0,0.5,0.8277633280600356,5.161433807569429,-0.19207102956282282,632,0.8623729674796748
0.94,1.0,25,True,0.0,1.0,0.7,1.0,0.5,0.8276985874404688,5.5784154755801705,-0.21510266774970488,296,0.9085873983739837
0.94,1.0,25,True,0.0,1.0,0.7,1.0,0.7,0.8276985874404688,5.5784154755801705,-0.21510266774970488,296,0.9085873983739837
0.94,1.0,25,True,0.0,1.0,0.7,1.0,0.3,0.8276985874404688,5.5784154755801705,-0.21510266774970488,296,0.9085873983739837
0.94,1.06,15,True,0.0,1.0,0.8,0.9,0.5,0.8276562080199262,5.476887365563587,-0.20881038255985282,632,0.8450457317073171
0.94,1.06,15,True,0.0,1.0,0.8,0.9,0.7,0.8276562080199262,5.476887365563587,-0.20881038255985282,632,0.8450457317073171
0.94,1.06,15,True,0.0,1.0,0.8,0.9,0.3,0.8276562080199262,5.476887365563587,-0.20881038255985282,632,0.8450457317073171
0.94,1.06,25,True,0.1,1.0,0.8,1.0,0.5,0.8274799272956288,6.347020520131447,-0.21038903643088666,190,0.9604420731707317
0.94,1.06,25,True,0.1,1.0,0.8,1.0,0.7,0.8274799272956288,6.347020520131447,-0.21038903643088666,190,0.9604420731707317
0.94,1.06,25,True,0.1,1.0,0.8,1.0,0.3,0.8274799272956288,6.347020520131447,-0.21038903643088666,190,0.9604420731707317
0.94,1.02,25,True,0.1,1.0,0.5,1.0,0.3,0.8271864607250641,5.615680555659854,-0.20923851088099302,277,0.9183689024390244
0.94,1.02,25,True,0.1,1.0,0.5,1.0,0.7,0.8271864607250641,5.615680555659854,-0.20923851088099302,277,0.9183689024390244
0.94,1.02,25,True,0.1,1.0,0.5,1.0,0.5,0.8271864607250641,5.615680555659854,-0.20923851088099302,277,0.9183689024390244
0.94,1.02,30,True,0.0,1.0,0.8,1.0,0.3,0.8271216488444108,6.076390565234789,-0.22143864171047345,239,0.9326727642276422
0.94,1.02,30,True,0.0,1.0,0.8,1.0,0.5,0.8271216488444108,6.076390565234789,-0.22143864171047345,239,0.9326727642276422
0.94,1.02,30,True,0.0,1.0,0.8,1.0,0.7,0.8271216488444108,6.076390565234789,-0.22143864171047345,239,0.9326727642276422
0.94,1.06,25,True,0.0,0.9,0.8,1.0,0.3,0.8269718560519241,5.848981216593905,-0.1997268535135368,480,0.9376270325203252
0.94,1.06,25,True,0.0,0.9,0.8,1.0,0.5,0.8269718560519241,5.848981216593905,-0.1997268535135368,480,0.9376270325203252
0.94,1.06,25,True,0.0,0.9,0.8,1.0,0.7,0.8269718560519241,5.848981216593905,-0.1997268535135368,480,0.9376270325203252
0.94,1.06,25,True,0.1,1.0,0.7,1.0,0.3,0.8268744430926254,6.256448122816849,-0.20960889549262146,190,0.9573678861788617
0.94,1.06,25,True,0.1,1.0,0.7,1.0,0.5,0.8268744430926254,6.256448122816849,-0.20960889549262146,190,0.9573678861788617
0.94,1.06,25,True,0.1,1.0,0.7,1.0,0.7,0.8268744430926254,6.256448122816849,-0.20960889549262146,190,0.9573678861788617
0.94,1.06,25,True,0.0,0.9,0.7,1.0,0.5,0.826636661680582,5.764548534495146,-0.1989361782668982,480,0.9345528455284553
0.94,1.06,25,True,0.0,0.9,0.7,1.0,0.7,0.826636661680582,5.764548534495146,-0.1989361782668982,480,0.9345528455284553
0.94,1.06,25,True,0.0,0.9,0.7,1.0,0.3,0.826636661680582,5.764548534495146,-0.1989361782668982,480,0.9345528455284553
0.94,1.06,35,True,0.1,1.0,0.5,1.0,0.3,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.6,1.0,0.5,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.8,1.0,0.5,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.8,1.0,0.3,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.7,1.0,0.7,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.7,1.0,0.5,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.7,1.0,0.3,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.6,1.0,0.7,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.8,1.0,0.7,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.5,1.0,0.5,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.5,1.0,0.7,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.06,35,True,0.1,1.0,0.6,1.0,0.3,0.8264625454275248,6.524590128097721,-0.2119493183074174,116,0.9665904471544715
0.94,1.02,35,True,0.0,1.0,0.8,1.0,0.5,0.8264528333098016,6.152254069144146,-0.2270341802422553,224,0.9353150406504064
0.94,1.02,35,True,0.0,1.0,0.8,1.0,0.3,0.8264528333098016,6.152254069144146,-0.2270341802422553,224,0.9353150406504064
0.94,1.02,35,True,0.0,1.0,0.8,1.0,0.7,0.8264528333098016,6.152254069144146,-0.2270341802422553,224,0.9353150406504064
